_id	url	body
2	https://www.gottman.com/about/research/couples/	Soon after, Gottman and Levenson received their first grant together and began attempting to replicate their observations from the first study. The subsequent studies they conducted in their labs with colleagues eventually spanned the entire life course — with the longest of the studies following couples for 20 years, in Levenson’s Berkeley lab.
2	https://www.gottman.com/about/research/couples/	The Gottman lab at the University of Illinois also studied the linkages between marital interaction, parenting, and children’s social development with Dr. Lynn Katz, and later at the University of Washington involved studying these linkages with infants with Dr. Alyson Shapiro. Gottman developed the concept of “meta-emotion”, which is how people feel about emotion (such as specific emotions like anger), emotional expression, and emotional understanding in general. Meta-emotion mismatches between parents in that study predicted divorce with 80% accuracy.
2	https://www.gottman.com/about/research/couples/	Gottman and Levenson discovered that couples interaction had enormous stability over time (about 80% stability in conflict discussions separated by 3 years). They also discovered that most relationship problems (69%) never get resolved but are “perpetual problems” based on personality differences between partners.
2	https://www.gottman.com/about/research/couples/	In seven longitudinal studies, one with violent couples (with Neil Jacobson), the predictions replicated. Gottman could predict whether a couple would divorce with an average of over 90% accuracy, across studies using the ratio of positive to negative SPAFF codes, the Four Horsemen of the Apocalypse (Criticism, Defensiveness, Contempt, and Stonewalling), physiology, the rating dial, and an interview they devised, the Oral History Interview, as coded by Kim Buehlman’s coding system.
2	https://www.gottman.com/about/research/couples/	Gottman could predict whether or not their stable couples would be happy or unhappy using measures of positive affect during conflict. With Dr. Jim Coan, he discovered that positive affect was used not randomly, but to physiologically soothe the partner. Gottman also discovered that in heterosexual relationships, men accepting influence from their wives was predictive of happy and stable marriages. Bob Levenson also discovered that humor was physiologically soothing and that empathy had a physiological substrate (in research with Dr. Anna Ruef), using the rating dial.
2	https://www.gottman.com/about/research/couples/	The third phase of Gottman’s research program was devoted to trying to understand the empirical predictions, and thus building and then testing theory. Ultimately, Gottman aimed to build a theory that was testable or disconfirmable.
2	https://www.gottman.com/about/research/couples/	Testing theory in the psychological field requires clinical interventions. In 1996, the Gottman lab returned to intervention research with Dr. Julie Schwartz Gottman. John and Julie Gottman designed both proximal and distal change studies. In a proximal change study, one intervenes briefly with interventions designed only to make the second of two conflict discussions less divorce-prone. In one of these studies, they discovered that a 20-minute break, in which couples stopped talking and just read magazines (as their heart rates returned to baseline), dramatically changed the discussion, so that people had access to their sense of humor and affection.
2	https://www.gottman.com/about/research/couples/	Together with Julie, John Gottman started building the Sound Relationship House Theory. That theory became the basis of the design of clinical interventions for couples in John Gottman’s book, The Marriage Clinic, and Julie Gottman’s book, The Marriage Clinic Casebook. In August of 1996, they founded The Gottman Institute to continue to develop evidence-based approaches to improving couples therapy outcomes.
2	https://www.gottman.com/about/research/couples/	Read more about The Gottman Institute’s mission here.
2	https://www.gottman.com/about/research/couples/	©2022 The Gottman Institute. All Rights Reserved.
